date,Open,High,Low,Close,Volume,ret
1990-01-01,353.3999938964844,360.5899963378906,319.8299865722656,329.0799865722656,3793250000,
1990-02-01,329.0799865722656,336.0899963378906,322.1000061035156,331.8900146484375,2961970000,0.008539042758088922
1990-03-01,331.8900146484375,344.489990234375,331.0799865722656,339.94000244140625,3283280000,0.024254986404143253
1990-04-01,339.94000244140625,347.29998779296875,327.760009765625,330.79998779296875,2801220000,-0.02688714062127162
1990-05-01,330.79998779296875,362.260009765625,330.79998779296875,361.2300109863281,3596680000,0.09198919079889456
1990-06-01,361.260009765625,368.7799987792969,351.2300109863281,358.0199890136719,3226280000,-0.008886365681221697
1990-07-01,358.0199890136719,369.7799987792969,350.0899963378906,356.1499938964844,3373540000,-0.005223158411739148
1990-08-01,356.1499938964844,357.3500061035156,306.17999267578125,322.55999755859375,4020730000,-0.09431418479162912
1990-09-01,322.55999755859375,326.5299987792969,295.9800109863281,306.04998779296875,2687280000,-0.051184306456431905
1990-10-01,306.1000061035156,319.69000244140625,294.510009765625,304.0,3671900000,-0.006698212301042394
1990-11-01,303.989990234375,323.0199890136719,301.6099853515625,322.2200012207031,3149770000,0.05993421454178649
1990-12-01,322.2300109863281,333.9800109863281,321.9700012207031,330.2200012207031,3116830000,0.024827757338752088
1991-01-01,330.20001220703125,343.92999267578125,309.3500061035156,343.92999267578125,3660240000,0.0415177499981747
1991-02-01,343.9100036621094,370.9599914550781,340.3699951171875,367.07000732421875,4303170000,0.06728117681278034
1991-03-01,367.07000732421875,379.6600036621094,363.7300109863281,375.2200012207031,3927920000,0.022202832522042026
1991-04-01,375.2200012207031,391.260009765625,370.2699890136719,375.3399963378906,4017200000,0.0003197993624997064
1991-05-01,375.3500061035156,389.8500061035156,365.8299865722656,389.8299865722656,3739700000,0.0386049724936075
1991-06-01,389.80999755859375,389.80999755859375,367.9800109863281,371.1600036621094,3258730000,-0.04789262897479862
1991-07-01,371.17999267578125,387.80999755859375,370.9200134277344,387.80999755859375,3481570000,0.04485934295776639
1991-08-01,387.80999755859375,396.82000732421875,374.0899963378906,395.42999267578125,3713820000,0.019648784624321625
1991-09-01,395.42999267578125,397.6199951171875,382.7699890136719,387.8599853515625,3260990000,-0.019143735843086374
1991-10-01,387.8599853515625,393.80999755859375,376.1099853515625,392.45001220703125,4082380000,0.011834236654519215
1991-11-01,392.4599914550781,398.2200012207031,371.6300048828125,375.2200012207031,3737620000,-0.04390370862630699
1991-12-01,375.1099853515625,418.32000732421875,371.3599853515625,417.0899963378906,4155310000,0.11158785507428148
1992-01-01,417.0299987792969,421.17999267578125,408.6400146484375,408.7799987792969,5286280000,-0.019923751783923582
1992-02-01,408.7900085449219,418.0799865722656,406.3399963378906,412.70001220703125,4267610000,0.00958954312696414
1992-03-01,412.67999267578125,413.7799987792969,401.94000244140625,403.69000244140625,4066240000,-0.02183186212532784
1992-04-01,403.6700134277344,416.2799987792969,392.4100036621094,414.95001220703125,4315840000,0.027892713957560433
1992-05-01,414.95001220703125,418.75,409.8500061035156,415.3500061035156,3643980000,0.0009639568254424802
1992-06-01,415.3500061035156,417.29998779296875,399.9200134277344,408.1400146484375,4259830000,-0.017358833150663777
1992-07-01,408.20001220703125,424.79998779296875,407.20001220703125,424.2099914550781,4265220000,0.039373686063305824
1992-08-01,424.19000244140625,425.1400146484375,408.29998779296875,414.0299987792969,3653820000,-0.02399753160189122
1992-09-01,414.0299987792969,425.2699890136719,412.7099914550781,417.79998779296875,4023850000,0.009105593857418715
1992-10-01,417.79998779296875,421.1600036621094,396.79998779296875,418.67999267578125,4507010000,0.002106282691536565
1992-11-01,418.6600036621094,431.92999267578125,415.5799865722656,431.3500061035156,4148770000,0.03026180770368403
1992-12-01,431.3500061035156,442.6499938964844,428.6099853515625,435.7099914550781,4876150000,0.010107766987062838
1993-01-01,435.70001220703125,442.6600036621094,426.8800048828125,438.7799987792969,5280850000,0.007045987892006611
1993-02-01,438.7799987792969,450.0400085449219,428.25,443.3800048828125,5442450000,0.010483627595407663
1993-03-01,443.3800048828125,456.760009765625,441.07000732421875,451.6700134277344,5766950000,0.01869729905188877
1993-04-01,451.6700134277344,452.6300048828125,432.29998779296875,440.19000244140625,5853170000,-0.025416810160156622
1993-05-01,440.19000244140625,454.54998779296875,436.8599853515625,450.19000244140625,5108640000,0.02271746278774489
1993-06-01,450.2300109863281,455.6300048828125,442.5,450.5299987792969,5544400000,0.0007552285391652092
1993-07-01,450.5400085449219,451.1499938964844,441.3999938964844,448.1300048828125,5308530000,-0.00532704570835929
1993-08-01,448.1300048828125,463.55999755859375,446.94000244140625,463.55999755859375,5506200000,0.03443195614588723
1993-09-01,463.54998779296875,463.79998779296875,449.6400146484375,458.92999267578125,5552720000,-0.009987930164805148
1993-10-01,458.92999267578125,471.1000061035156,456.3999938964844,467.8299865722656,5940460000,0.019392922751884534
1993-11-01,467.8299865722656,469.1099853515625,454.3599853515625,461.7900085449219,5876610000,-0.01291062608362914
1993-12-01,461.92999267578125,471.2900085449219,461.45001220703125,466.45001220703125,5791210000,0.010091174724184304
1994-01-01,466.510009765625,482.8500061035156,464.3599853515625,481.6099853515625,6627390000,0.032500745519977725
1994-02-01,481.6000061035156,482.2300109863281,464.260009765625,467.1400146484375,5853100000,-0.030044997286678532
1994-03-01,467.19000244140625,471.0899963378906,436.1600036621094,445.7699890136719,7225010000,-0.04574651060635082
1994-04-01,445.6600036621094,452.7900085449219,435.8599853515625,450.9100036621094,5735010000,0.011530643100964522
1994-05-01,450.9100036621094,457.7699890136719,440.7799987792969,456.5,5675970000,0.012397144202814125
1994-06-01,456.5,463.2300109863281,439.8299865722656,444.2699890136719,5852670000,-0.026790823628320082
1994-07-01,444.2699890136719,459.3299865722656,443.5799865722656,458.260009765625,4980100000,0.03148990725890011
1994-08-01,458.2799987792969,477.5899963378906,456.0799865722656,475.489990234375,6398750000,0.03759869964992624
1994-09-01,475.489990234375,475.489990234375,458.4700012207031,462.7099914550781,6152870000,-0.026877534841474704
1994-10-01,462.69000244140625,474.739990234375,449.2699890136719,472.3500061035156,6344700000,0.020833815622011143
1994-11-01,472.260009765625,472.260009765625,444.17999267578125,453.69000244140625,6251240000,-0.03950461187888721
1994-12-01,453.54998779296875,462.7300109863281,442.8800048828125,459.2699890136719,6351530000,0.012299117331743048
1995-01-01,459.2099914550781,471.3599853515625,457.20001220703125,470.4200134277344,6852060000,0.024277711761677034
1995-02-01,470.4200134277344,489.19000244140625,469.2900085449219,487.3900146484375,6330100000,0.03607414807259257
1995-03-01,487.3900146484375,508.1499938964844,479.70001220703125,500.7099914550781,7792400000,0.027329195113380722
1995-04-01,500.70001220703125,515.2899780273438,500.20001220703125,514.7100219726562,6307030000,0.027960357804911462
1995-05-01,514.760009765625,533.4099731445312,513.030029296875,533.4000244140625,7555690000,0.03631171269946476
1995-06-01,533.4000244140625,551.0700073242188,526.0,544.75,7555650000,0.021278543431649366
1995-07-01,544.75,565.4000244140625,542.510009765625,562.0599975585938,7307960000,0.03177603957520647
1995-08-01,562.0599975585938,565.6199951171875,553.0399780273438,561.8800048828125,7146620000,-0.0003202374774278205
1995-09-01,561.8800048828125,587.6099853515625,561.010009765625,584.4099731445312,7052830000,0.04009747288732535
1995-10-01,584.4099731445312,590.6599731445312,571.5499877929688,581.5,8043320000,-0.004979335189770229
1995-11-01,581.5,608.6900024414062,581.0399780273438,605.3699951171875,7602150000,0.04104900278106194
1995-12-01,605.3699951171875,622.8800048828125,605.0499877929688,615.9299926757812,7697540000,0.01744387340596476
1996-01-01,615.9299926757812,636.1799926757812,597.2899780273438,636.02001953125,9188050000,0.03261738686923121
1996-02-01,636.02001953125,664.22998046875,633.7100219726562,640.4299926757812,8749960000,0.006933701784703983
